"","MaxOverallAccuracy_VD","MaxOverallAccuracyAuthor_VD","MaxRawPitchAccuracy","MaxRawPitchAccuracyAuthor","MaxRawChromaAccuracy","MaxRawChromaAccuracyAuthor","MaxVoicingRecallRate_VD","MaxVoicingRecallRateAuthor_VD","MinVoicingReFalseAlarmRate_VD","MinVoicingReFalseAlarmRateAuthor_VD","BestVoicingRecallRate_VD(d-prime)","BestVoicingRecallRateAuthor_VD"
"1","0.7807","Justin Salamon, Emilia G¨®mez","0.8471","Justin Salamon, Emilia G¨®mez","0.8741","Hideyuki Tachibana, Takuma Ono, Nobutaka Ono, Shigeki Sagayama","0.9834","Sihyun Joo, Seokhwan Jo, Chang D. Yoo","0.0179","Chao-Ling Hsu, Jyh-Shing Roger Jang, Liang-Yu Chen (DP)","1.98592127037695","Chao-Ling Hsu, Jyh-Shing Roger Jang"
