"","MaxOverallAccuracy_VD","MaxOverallAccuracyAuthor_VD","MaxRawPitchAccuracy","MaxRawPitchAccuracyAuthor","MaxRawChromaAccuracy","MaxRawChromaAccuracyAuthor","MaxVoicingRecallRate_VD","MaxVoicingRecallRateAuthor_VD","MinVoicingReFalseAlarmRate_VD","MinVoicingReFalseAlarmRateAuthor_VD","BestVoicingRecallRate_VD(d-prime)","BestVoicingRecallRateAuthor_VD"
"1","0.8444","Justin Salamon, Emilia G¨®mez","0.8885","Justin Salamon, Emilia G¨®mez","0.9112","Hideyuki Tachibana, Takuma Ono, Nobutaka Ono, Shigeki Sagayama","0.97","Jean-Louis Durrieu, Gael Richard, Bertrand David (GSMM)","0.0309","Liming Song,?Ming Li","2.25085141254507","Justin Salamon, Emilia G¨®mez"
