"","MaxOverallAccuracy_VD","MaxOverallAccuracyAuthor_VD","MaxRawPitchAccuracy","MaxRawPitchAccuracyAuthor","MaxRawChromaAccuracy","MaxRawChromaAccuracyAuthor","MaxVoicingRecallRate_VD","MaxVoicingRecallRateAuthor_VD","MinVoicingReFalseAlarmRate_VD","MinVoicingReFalseAlarmRateAuthor_VD","BestVoicingRecallRate_VD(d-prime)","BestVoicingRecallRateAuthor_VD"
"1","0.6349","Hideyuki Tachibana, Takuma Ono, Nobutaka Ono, Shigeki Sagayama","0.7549","Hideyuki Tachibana, Takuma Ono, Nobutaka Ono, Shigeki Sagayama","0.7921","Hideyuki Tachibana, Takuma Ono, Nobutaka Ono, Shigeki Sagayama","0.9883","Sihyun Joo, Seokhwan Jo, Chang D. Yoo","0.0111","Chao-Ling Hsu, Jyh-Shing Roger Jang, Liang-Yu Chen (DP)","1.48273662192214","Chao-Ling Hsu, Jyh-Shing Roger Jang"
